Уровень календаря;Дата;Статистические показатели;ОКАТО;Значение
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;18498,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;15246,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;21171,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;2028,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;13092,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;10221,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;24703,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;15059,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;9539,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;31364,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;46394,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;14355,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;20790,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;17029,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;10197,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9855,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;6354,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;75705,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;17410,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;18249,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;13375,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;13357,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;5284,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;14641,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;21774,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;18014,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;11625,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;14,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;5382,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;г. Березники;2221,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;198,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;1391,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;12782,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Кизеловский район;33,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Краснокамский район;13059,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Лысьвенский район;14750,00
1;01.01.2003;Численность постоянного сельского населения по состоянию на 1 января;Чайковский район;23197,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Пермский край;689921,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Бардымский район;27635,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;18321,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;14959,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;21088,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;1939,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;12905,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;10122,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;24659,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;14987,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;9262,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;31282,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;46549,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;14118,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;20363,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;16892,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;10096,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9782,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;6315,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;74998,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;17211,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;17843,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;13261,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;13320,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;5114,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;14596,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;21400,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;17638,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;11544,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;0,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;5307,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;г. Березники;2195,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;171,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;1378,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;12570,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Кизеловский район;15,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Краснокамский район;13101,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Лысьвенский район;14729,00
1;01.01.2004;Численность постоянного сельского населения по состоянию на 1 января;Чайковский район;23460,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Пермский край;678791,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Бардымский район;27584,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;18211,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;14771,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;20960,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;1837,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;12742,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;10074,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;24503,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;14900,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;9177,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;31052,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;46567,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;13859,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;20073,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;16642,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;9879,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9783,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;6285,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;74313,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;17028,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;17671,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;13087,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;13196,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;4974,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;14569,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;21037,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;17179,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;11340,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;12,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;5566,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;147,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;1346,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;12496,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Кизеловский район;2,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Краснокамский район;13121,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Лысьвенский район;14646,00
1;01.01.2005;Численность постоянного сельского населения по состоянию на 1 января;Чайковский район;24122,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Пермский край;674118,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Гайнский район;16572,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Косинский район;7931,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Кочевский район;12352,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Кудымкарский район;28317,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Юрлинский район;11366,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Юсьвинский район;23003,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Бардымский район;27443,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;18087,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;14477,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;20835,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;1686,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;12627,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;10020,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;24349,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;14785,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;9065,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;30865,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;46433,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;13651,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;19611,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;16431,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;9722,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9746,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;6231,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;81273,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;16903,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;17598,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;12897,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;13015,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;6993,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;14545,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;20662,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;16648,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;11199,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;10,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;5473,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;123,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;1810,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;12442,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Кизеловский район;2,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Краснокамский район;13220,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Лысьвенский район;14553,00
1;01.01.2006;Численность постоянного сельского населения по состоянию на 1 января;Чайковский район;24679,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Пермский край;663261,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Гайнский район;16295,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Косинский район;7811,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Кочевский район;12326,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Кудымкарский район;28347,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Юрлинский район;11140,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Юсьвинский район;22776,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Бардымский район;27482,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;17965,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;14385,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;20684,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;1635,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;12439,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;9898,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;24220,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;14696,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;9010,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;30713,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;46291,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;13380,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;19211,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;16251,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;9650,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9652,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;6214,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;80485,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;16809,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;17600,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;12688,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;12849,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;6851,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;14480,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;20234,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;16324,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;11082,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;11,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;5389,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;84,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;1760,00
1;01.01.2007;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;12428,00
